acc,species,chromosome,symbol,start,end,length,strand
NP_001033613.1,Bos_taurus,23,MRPS18B,28170189,28176461,6272,-1
NP_001137335.1,Bos_taurus,23,PPP1R10,28183953,28192535,8582,1
NP_001193838.1,Bos_taurus,23,ABCF1,28199128,28211313,12185,-1
NP_001029726.1,Bos_taurus,23,PRR3,28219794,28223657,3863,-1
NP_001096742.1,Bos_taurus,23,GNL1,28224817,28231252,6435,1
XP_003587749.2,Bos_taurus,23,LOC615278,28262694,28271496,8802,-1
XP_015315399.1,Bos_taurus,23,LOC615278,28262694,28271496,8802,-1
NP_001070309.1,Bos_taurus,23,LOC512672,28299512,28307097,7585,1
NP_001099086.1,Bos_taurus,23,BOLA-NC1,28355357,28358325,2968,-1
NP_001035588.1,Bos_taurus,23,JSP.1,28470055,28473371,3316,-1
NP_001033607.1,Bos_taurus,23,BOLA,28502825,28506291,3466,-1
XP_002697385.1,Bos_taurus,23,LOC785873,28570977,28579480,8503,1
NP_001192693.1,Bos_taurus,23,TRIM15,28600574,28610886,10312,-1
NP_001015607.1,Bos_taurus,23,TRIM10,28614283,28622043,7760,1
NP_001096776.1,Bos_taurus,23,TRIM40,28626338,28638013,11675,-1
XP_003587753.4,Bos_taurus,23,RNF39,28702051,28706222,4171,1
NP_001093765.1,Bos_taurus,23,PPP1R11,28708301,28710184,1883,-1
NP_001039865.1,Bos_taurus,23,ZNRD1,28714663,28717599,2936,-1
NP_001013602.1,Bos_taurus,23,MOG,28740641,28750890,10249,-1
NP_001156747.1,Bos_taurus,23,GABBR1,28775568,28802663,27095,1
NP_001092433.1,Bos_taurus,23,GABBR1,28780240,28802663,22423,1
XP_002697423.1,Bos_taurus,23,LOC504548,28873685,28875436,1751,-1
XP_010816709.1,Bos_taurus,23,LOC506486,28889173,28890127,954,-1
XP_015315411.1,Bos_taurus,23,LOC506486,28889173,28890127,954,-1
XP_010816708.1,Bos_taurus,23,OR2H1,28902964,28903903,939,-1
NP_001193402.1,Bos_taurus,23,UBD,28918458,28920198,1740,1
XP_015315412.1,Bos_taurus,23,LOC107131305,28921913,28925097,3184,-1
XP_002697445.1,Bos_taurus,23,OR10C1,28950028,28950967,939,-1
XP_002697446.1,Bos_taurus,23,LOC523768,28955605,28956565,960,-1
XP_002697447.2,Bos_taurus,23,LOC523769,28967923,28968892,969,1
XP_015315402.1,Bos_taurus,23,LOC523389,28984363,28985380,1017,1
XP_002697449.2,Bos_taurus,23,LOC786846,28992087,28993017,930,-1
XP_002697450.1,Bos_taurus,23,LOC785910,29004624,29005551,927,-1
XP_002697427.1,Bos_taurus,23,LOC785811,29032405,29033332,927,-1
XP_002697454.1,Bos_taurus,23,LOC785779,29038752,29039682,930,-1
XP_002707943.2,Bos_taurus,23,LOC789690,29061839,29062766,927,-1
XP_003587759.2,Bos_taurus,23,LOC616306,29071804,29072758,954,-1
XP_015315405.1,Bos_taurus,23,LOC785712,29078909,29079824,915,-1
XP_002697432.1,Bos_taurus,23,LOC785639,29092561,29093488,927,-1
NP_001091852.1,Bos_taurus,23,OR12D2,29107825,29108752,927,-1
XP_003587755.2,Bos_taurus,23,LOC785582,29122353,29123280,927,-1
XP_002697457.1,Bos_taurus,23,LOC514434,29143550,29144498,948,1
XP_002697434.1,Bos_taurus,23,OR12D3,29149973,29150924,951,1
XP_002697458.2,Bos_taurus,23,LOC512579,29157653,29158610,957,1
XP_002697459.2,Bos_taurus,23,LOC618034,29167548,29168487,939,1
XP_002697435.1,Bos_taurus,23,LOC785431,29176695,29177619,924,1
XP_002697436.1,Bos_taurus,23,OR5V1,29186919,29187873,954,1
XP_002697437.2,Bos_taurus,23,OR14J1,29206926,29207889,963,-1
XP_005223773.1,Bos_taurus,23,LOC510530,29212490,29213456,966,-1
XP_002697438.1,Bos_taurus,23,LOC618052,29223811,29224756,945,-1
XP_002697461.3,Bos_taurus,23,LOC785277,29241748,29242690,942,-1
XP_015315403.1,Bos_taurus,23,LOC107131736,29268470,29269403,933,1
XP_002697463.4,Bos_taurus,23,LOC618064,29280760,29281705,945,1
XP_002697464.2,Bos_taurus,23,LOC785162,29290562,29291507,945,1
XP_010816714.1,Bos_taurus,23,LOC516273,29299941,29300874,933,1
XP_002697466.1,Bos_taurus,23,LOC516274,29314809,29315760,951,1
XP_002697467.1,Bos_taurus,23,LOC618070,29327102,29328065,963,-1
XP_002697468.1,Bos_taurus,23,LOC782341,29349631,29350570,939,1
XP_002697469.1,Bos_taurus,23,LOC782301,29360767,29361715,948,1
XP_002697471.1,Bos_taurus,23,LOC515704,29387308,29388250,942,1
XP_015315404.1,Bos_taurus,23,LOC782379,29394474,29395409,935,1
XP_002697440.1,Bos_taurus,23,LOC785479,29403152,29403978,826,1
XP_002697474.2,Bos_taurus,23,LOC509155,29411405,29412041,636,-1
XP_010816717.1,Bos_taurus,23,LOC784614,29412971,29414889,1918,-1
XP_002697484.1,Bos_taurus,23,LOC784652,29451996,29452938,942,1
XP_002697485.1,Bos_taurus,23,LOC784681,29462781,29463723,942,1
XP_002697486.1,Bos_taurus,23,LOC528343,29480529,29481468,939,1
XP_002697487.1,Bos_taurus,23,OR2J3,29503334,29504264,930,-1
XP_015315413.1,Bos_taurus,23,LOC784787,29518648,29519287,639,1
XP_010816718.1,Bos_taurus,23,LOC511103,29540766,29541693,927,-1
XP_002697490.1,Bos_taurus,23,LOC784858,29552974,29553937,963,1
XP_002697477.1,Bos_taurus,23,LOC616517,29572203,29573142,939,1
XP_002697478.3,Bos_taurus,23,LOC789367,29581501,29582479,978,1
XP_015315414.1,Bos_taurus,23,LOC789358,29593367,29594294,927,-1
XP_003587760.1,Bos_taurus,23,LOC788675,29622275,29623226,951,1
XP_010816722.1,Bos_taurus,23,LOC788663,29632637,29633571,934,1
XP_010816720.1,Bos_taurus,23,OR2J2,29661569,29662598,1029,-1
XP_010816721.1,Bos_taurus,23,LOC509280,29678972,29679926,954,1
XP_002697483.1,Bos_taurus,23,OR2W1,29698015,29698978,963,1
XP_010816738.1,Bos_taurus,23,LOC782475,29764538,29765510,972,1
XP_002697522.1,Bos_taurus,23,LOC782554,29784663,29785587,924,1
NP_001069267.1,Bos_taurus,23,TRIM27,29906705,29920283,13578,1
NP_001070606.1,Bos_taurus,23,ZSCAN12,30080783,30090123,9340,1
NP_001039702.1,Bos_taurus,23,ZSCAN31,30121195,30123823,2628,1
NP_001069642.1,Bos_taurus,23,PGBD1,30154311,30154773,462,-1
NP_001095427.1,Bos_taurus,23,ZSCAN26,30161122,30166332,5210,-1
NP_001095968.1,Bos_taurus,23,NKAPL,30178136,30178959,823,-1
XP_002697494.2,Bos_taurus,23,ZKSCAN4,30186450,30193866,7416,-1
XP_015315428.1,Bos_taurus,23,ZSCAN9,30206788,30211745,4957,-1
XP_015315425.1,Bos_taurus,23,LOC104975673,30237436,30241949,4513,-1
NP_001138603.1,Bos_taurus,23,ZNF389,30265551,30266367,816,-1
NP_001093814.1,Bos_taurus,23,ZKSCAN8,30279018,30287143,8125,-1
NP_001029583.1,Bos_taurus,23,ZSCAN16,30305198,30311510,6312,-1
NP_001178305.1,Bos_taurus,23,ZNF165,30332604,30336576,3972,-1
XP_002697531.3,Bos_taurus,23,LOC528914,30349198,30350140,942,-1
XP_003587763.1,Bos_taurus,23,LOC100849008,30464776,30465715,939,1
XP_005223788.1,Bos_taurus,23,LOC101904987,30474842,30475787,945,-1
XP_002697537.1,Bos_taurus,23,LOC619021,30487471,30488416,945,-1
XP_002697539.1,Bos_taurus,23,LOC783311,30528180,30529125,945,-1
XP_002697540.1,Bos_taurus,23,LOC783203,30585742,30586705,963,-1
XP_002697541.2,Bos_taurus,23,LOC528373,30607389,30608346,957,1
XP_010816746.1,Bos_taurus,23,OR2B6,30620726,30621668,942,1
XP_015315429.1,Bos_taurus,23,LOC783041,30685947,30693562,7615,-1
XP_010816747.1,Bos_taurus,23,LOC783002,30695955,30696900,945,1
XP_015315427.1,Bos_taurus,23,HIST1H2BI,30713381,30713762,381,-1
XP_010816763.1,Bos_taurus,23,LOC104968446,30714063,30714456,393,1
XP_002697506.1,Bos_taurus,23,HIST1H3C,30715879,30716290,411,1
XP_010816762.1,Bos_taurus,23,LOC528329,30724825,30748119,23294,1
XP_010816761.1,Bos_taurus,23,HIST1H1B,30729157,30729838,681,1
XP_005223785.1,Bos_taurus,23,LOC529277,30730259,30730652,393,-1
XP_010816759.1,Bos_taurus,23,LOC104975676,30730957,30731338,381,1
NP_001075211.1,Bos_taurus,23,HIST1H2BB,30741267,30741648,381,-1
XP_003587761.1,Bos_taurus,23,LOC614970,30741967,30742360,393,1
XP_002697516.1,Bos_taurus,23,LOC527645,30757274,30757586,312,-1
XP_010816754.1,Bos_taurus,23,LOC616868,30760428,30760809,381,-1
XP_010816755.1,Bos_taurus,23,LOC616868,30760428,30760809,381,-1
XP_010816756.1,Bos_taurus,23,LOC616868,30760428,30760809,381,-1
XP_010816757.1,Bos_taurus,23,LOC616868,30760428,30760809,381,-1
NP_001092190.1,Bos_taurus,23,HIST1H2AG,30761115,30761508,393,1
XP_010816767.1,Bos_taurus,23,LOC616819,30764309,30764720,411,1
XP_010816748.1,Bos_taurus,23,HIST1H2AJ,30766956,30767343,387,-1
XP_010816749.1,Bos_taurus,23,LOC100295221,30767649,30768030,381,1
XP_010816750.1,Bos_taurus,23,LOC100295221,30767649,30768030,381,1
XP_010816751.1,Bos_taurus,23,LOC100295221,30767649,30768030,381,1
XP_010816752.1,Bos_taurus,23,LOC100295221,30767649,30768030,381,1
NP_001093842.1,Bos_taurus,23,ZNF184,30960834,30979663,18829,1
NP_001093822.1,Bos_taurus,23,ZNF391,30995073,30996150,1077,-1
NP_001156399.1,Bos_taurus,23,POM121L2,31040856,31043949,3093,1
XP_010816800.1,Bos_taurus,23,PRSS16,31067237,31073523,6286,-1
XP_010816805.1,Bos_taurus,23,HIST1H2AH,31111940,31112327,387,-1
NP_001071531.1,Bos_taurus,23,HIST1H2BN,31112650,31113031,381,1
XP_002697546.1,Bos_taurus,23,HIST1H2BJ,31121373,31121754,381,1
NP_001091624.1,Bos_taurus,23,ZNF322,31214786,31215995,1209,1
XP_010816806.1,Bos_taurus,23,LOC515414,31235373,31236321,948,1
XP_010816807.1,Bos_taurus,23,LOC514235,31250288,31251215,927,1
XP_002697600.1,Bos_taurus,23,LOC521167,31260280,31261204,924,1
NP_001069620.1,Bos_taurus,23,ABT1,31279671,31281319,1648,-1
NP_001040012.1,Bos_taurus,23,HMGN4,31324374,31324647,273,-1
XP_015315455.1,Bos_taurus,23,BTN1A1,31343550,31344106,556,-1
XP_015315451.1,Bos_taurus,23,LOC107131743,31344921,31348078,3157,1
NP_776933.1,Bos_taurus,23,BTN1A1,31362492,31366608,4116,1
XP_015315461.1,Bos_taurus,23,BTN3A3,31379280,31390409,11129,-1
XP_010816809.2,Bos_taurus,23,LOC527388,31456885,31479686,22801,1
XP_010816810.1,Bos_taurus,23,HIST1H2BM,31460913,31461294,381,-1
XP_002697551.1,Bos_taurus,23,HIST1H2AM,31461685,31462078,393,1
XP_015315463.1,Bos_taurus,23,LOC107131750,31463931,31464342,411,1
XP_002697553.1,Bos_taurus,23,LOC104968456,31472338,31472719,381,-1
XP_010816812.2,Bos_taurus,23,LOC518961,31485394,31503087,17693,-1
NP_001094536.1,Bos_taurus,23,HIST1H1D,31490519,31491185,666,1
XP_015315464.1,Bos_taurus,23,HIST1H2AC,31518524,31518917,393,-1
NP_001099113.1,Bos_taurus,23,H2B,31519420,31519624,204,1
XP_002697561.1,Bos_taurus,23,LOC505183,31525878,31526259,381,-1
XP_010816815.1,Bos_taurus,23,LOC104975683,31526581,31526974,393,1
NP_001092459.1,Bos_taurus,23,HIST1H1E,31531156,31531789,633,-1
NP_001093194.1,Bos_taurus,23,LOC617875,31534758,31535070,312,1
XP_010816816.1,Bos_taurus,23,LOC787465,31539668,31540049,381,-1
NP_001039711.1,Bos_taurus,23,HIST1H2BD,31554875,31555256,381,-1
XP_002697564.1,Bos_taurus,23,HIST1H1E,31556332,31556992,660,-1
NP_001192525.1,Bos_taurus,23,HIST1H2AC,31588780,31589173,393,-1
XP_003587771.1,Bos_taurus,23,LOC787269,31589503,31589884,381,1
XP_010816820.1,Bos_taurus,23,LOC104975686,31604876,31605513,637,1
XP_010816819.2,Bos_taurus,23,LOC617905,31607478,31669974,62496,-1
NP_001012399.1,Bos_taurus,23,HFE,31614300,31621316,7016,1
NP_001076894.1,Bos_taurus,23,HIST1H1C,31636946,31637588,642,1
XP_002697571.1,Bos_taurus,23,HIST1H2BB,31646216,31646597,381,1
XP_010816817.1,Bos_taurus,23,LOC104975684,31652713,31653106,393,1
XP_005223855.1,Bos_taurus,23,HIST1H3G,31654043,31654454,411,1
NP_776305.1,Bos_taurus,23,H4,31665599,31665911,312,1
XP_002697575.1,Bos_taurus,23,HIST1H3I,31670730,31671141,411,-1
XP_010816821.1,Bos_taurus,23,HIST1H1A,31674089,31674746,657,1
NP_001029746.1,Bos_taurus,23,TRIM38,31693877,31706914,13037,-1
NP_001033207.1,Bos_taurus,23,SLC17A2,31727728,31738931,11203,1
NP_001069255.1,Bos_taurus,23,SLC17A3,31761096,31778340,17244,1
XP_010816831.2,Bos_taurus,23,SLC17A1,31792595,31830098,37503,1
XP_010816832.2,Bos_taurus,23,SLC17A1,31792595,31830098,37503,1
XP_010816833.2,Bos_taurus,23,SLC17A1,31792595,31830098,37503,1
XP_010816823.1,Bos_taurus,23,HIST1H2BA,31914983,31915367,384,1
XP_015315477.1,Bos_taurus,23,HIST1H2BA,31918124,31918676,552,-1
XP_015315478.1,Bos_taurus,23,HIST1H2AA,31918730,31919276,546,1
NP_001092643.1,Bos_taurus,23,SCGN,31952426,32004255,51829,-1
NP_001179832.1,Bos_taurus,23,LRRC16A,32030008,32339087,309079,-1
NP_001030502.1,Bos_taurus,23,FAM65B,32713473,32763479,50006,1
XP_005223873.1,Bos_taurus,23,C23H6orf229,32769204,32772075,2871,1
NP_001020508.1,Bos_taurus,23,GMNN,32775886,32784223,8337,-1
NP_001071467.1,Bos_taurus,23,C23H6orf62,32823091,32833540,10449,1
NP_001095315.1,Bos_taurus,23,ACOT13,32836780,32848919,12139,-1
NP_001098811.1,Bos_taurus,23,TDP2,32849365,32859925,10560,1
XP_002697584.1,Bos_taurus,23,KIAA0319,32901067,32942266,41199,1
XP_005223874.1,Bos_taurus,23,KIAA0319,32901067,32942266,41199,1
NP_001179664.1,Bos_taurus,23,ALDH5A1,32952153,32976657,24504,-1
NP_777241.1,Bos_taurus,23,GPLD1,32984494,33036019,51525,1
NP_001095373.1,Bos_taurus,23,MRS2,33040800,33077125,36325,-1
NP_001068937.1,Bos_taurus,23,NRSN1,33269564,33281467,11903,-1
XP_003587783.2,Bos_taurus,23,LOC788801,34219297,34219825,528,-1
NP_997613.2,Bos_taurus,23,PRP4,34357860,34368707,10847,-1
NP_001033289.1,Bos_taurus,23,PRP8,34431221,34440564,9343,-1
NP_991347.1,Bos_taurus,23,PRP6,34479818,34491927,12109,-1
NP_776584.1,Bos_taurus,23,PRP1,34531553,34543417,11864,-1
XP_010816845.1,Bos_taurus,23,LOC100298767,34576554,34588550,11996,-1
NP_001073846.2,Bos_taurus,23,PRP2,34634194,34647033,12839,-1
XP_015315452.1,Bos_taurus,23,LOC100336962,34667010,34678330,11320,-1
NP_001091031.1,Bos_taurus,23,PRP14,34693484,34705968,12484,-1
NP_001033221.1,Bos_taurus,23,PRP9,34719463,34731112,11649,-1
NP_001012286.1,Bos_taurus,23,PRP-VII,34806750,34818831,12081,-1
NP_776585.1,Bos_taurus,23,PRP3,34861329,34866557,5228,-1
NP_851350.2,Bos_taurus,23,CSH2,35059473,35072020,12547,1
NP_001157793.1,Bos_taurus,23,CSH2,35059473,35072020,12547,1
NP_776378.2,Bos_taurus,23,PRL,35105283,35113696,8413,-1
NP_001001136.2,Bos_taurus,23,HDGFL1,35438513,35439221,708,-1
XP_010816846.1,Bos_taurus,23,LOC100847951,35789778,36174436,384658,-1
NP_001071596.1,Bos_taurus,23,SOX4,36292361,36293944,1583,-1
NP_001179620.1,Bos_taurus,23,CDKAL1,36602047,37210133,608086,-1
NP_001179767.1,Bos_taurus,23,E2F3,37262071,37343552,81481,-1
NP_001179786.1,Bos_taurus,23,MBOAT1,37498772,37608122,109350,1
NP_001092498.1,Bos_taurus,23,RNF144B,38955598,39030849,75251,-1
NP_001093187.1,Bos_taurus,23,DEK,39134122,39163796,29674,1
NP_001068999.1,Bos_taurus,23,TPMT,39215601,39231827,16226,1
XP_002697596.1,Bos_taurus,23,NHLRC1,39239197,39240382,1185,1
NP_001192683.1,Bos_taurus,23,NUP153,39534811,39605312,70501,1
NP_001075187.1,Bos_taurus,23,FAM8A1,39612050,39619566,7516,-1
NP_001092449.1,Bos_taurus,23,CAP2,39646901,39758309,111408,-1
NP_001098455.1,Bos_taurus,23,RBM24,39836076,39846177,10101,-1
XP_003587785.1,Bos_taurus,23,STMND1,39906664,39927833,21169,-1
NP_001020518.1,Bos_taurus,23,LOC574091,40610631,40610988,357,1
NP_001069445.1,Bos_taurus,23,GMPR,40616625,40676937,60312,-1
NP_001095723.1,Bos_taurus,23,MYLIP,40771805,40789604,17799,-1
NP_001039412.1,Bos_taurus,23,DTNBP1,41076274,41165191,88917,1
NP_001040055.1,Bos_taurus,23,CD83,42336229,42354809,18580,-1
NP_001071406.1,Bos_taurus,23,RNF182,42467106,42467856,750,-1
NP_001095779.1,Bos_taurus,23,MCUR1,42547987,42567084,19097,1
XP_010816870.2,Bos_taurus,23,RANBP9,42736665,42794220,57555,1
NP_001029556.1,Bos_taurus,23,NOL7,42795874,42799980,4106,-1
NP_001029467.1,Bos_taurus,23,SIRT5,42804422,42820539,16117,-1
NP_001015643.1,Bos_taurus,23,TBC1D7,43002796,43023933,21137,1
NP_001179840.1,Bos_taurus,23,PHACTR1,43054177,43249577,195400,-1
XP_015315488.1,Bos_taurus,23,LOC107131301,43504755,43647528,142773,-1
NP_851353.1,Bos_taurus,23,EDN1,44011560,44017131,5571,-1
XP_010816910.1,Bos_taurus,23,HIVEP1,44139449,44268437,128988,-1
NP_001032710.1,Bos_taurus,23,ADTRP,44469120,44536106,66986,1
XP_002697637.2,Bos_taurus,23,TMEM170B,44660174,44688019,27845,-1
NP_001095317.2,Bos_taurus,23,NEDD9,44955888,44986928,31040,1
NP_001129050.1,Bos_taurus,23,SMIM13,45024691,45041722,17031,-1
NP_001076986.1,Bos_taurus,23,ELOVL2,45093668,45111322,17654,1
XP_002697663.3,Bos_taurus,23,GCM2,45183078,45191309,8231,1
NP_001039880.2,Bos_taurus,23,MAK,45215424,45258157,42733,1
NP_001030514.1,Bos_taurus,23,TMEM14C,45266131,45271264,5133,-1
NP_001014852.1,Bos_taurus,23,PAK1IP1,45276647,45287337,10690,-1
XP_005223944.1,Bos_taurus,23,LOC100848875,45347953,45404713,56760,-1
NP_001094697.1,Bos_taurus,23,GCNT2,45370690,45371656,966,-1
NP_001073697.1,Bos_taurus,23,TFAP2A,45480585,45497627,17042,1
XP_015315497.1,Bos_taurus,23,OFCC1,45861270,45953579,92309,1
NP_001035689.1,Bos_taurus,23,EEF1E1,47219521,47234197,14676,1
NP_001092345.1,Bos_taurus,23,BLOC1S5,47244999,47268188,23189,1
NP_001193661.1,Bos_taurus,23,TXNDC5,47333405,47349788,16383,-1
XP_002697643.1,Bos_taurus,23,SNRNP48,47647916,47663909,15993,-1
XP_005223950.1,Bos_taurus,23,SNRNP48,47647916,47663909,15993,-1
XP_010816917.1,Bos_taurus,23,SNRNP48,47647916,47663909,15993,-1
NP_001179297.1,Bos_taurus,23,DSP,47671218,47714288,43070,-1
XP_015315500.1,Bos_taurus,23,CAGE1,47807173,47846154,38981,1
NP_001095592.1,Bos_taurus,23,SSR1,47853878,47869743,15865,1
NP_001077230.1,Bos_taurus,23,LY86,48385735,48430517,44782,-1
NP_001161366.1,Bos_taurus,23,F13A1,48635989,48775083,139094,1
NP_001039903.1,Bos_taurus,23,NRN1,48868378,48876549,8171,1
NP_001070273.1,Bos_taurus,23,FARS2,48974819,49233786,258967,-1
NP_001069774.1,Bos_taurus,23,LYRM4,49283282,49373963,90681,1
XP_010816926.1,Bos_taurus,23,PPP1R3G,49386707,49387742,1035,-1
NP_001098872.1,Bos_taurus,23,RPP40,49410733,49420147,9414,1
NP_001095693.1,Bos_taurus,23,CDYL,49452872,49548143,95271,-1
NP_001029414.2,Bos_taurus,23,ECI2,49909572,49923551,13979,1
XP_015315489.1,Bos_taurus,23,C23H6orf201,49923711,49931181,7470,-1
XP_015315503.1,Bos_taurus,23,FAM217A,49939604,49947593,7989,1
NP_001069025.1,Bos_taurus,23,PRPF4B,49954743,49977786,23043,-1
NP_001070400.1,Bos_taurus,23,PXDC1,50077730,50094900,17170,1
NP_001069809.1,Bos_taurus,23,SLC22A23,50234200,50323372,89172,1
XP_002697651.1,Bos_taurus,23,PSMG4,50327519,50331670,4151,-1
NP_001003900.1,Bos_taurus,23,TUBB2B,50354937,50357631,2694,1
XP_010816931.1,Bos_taurus,23,LOC104969934,50377724,50378817,1093,1
NP_001039383.1,Bos_taurus,23,BPHL,50395183,50417050,21867,-1
NP_001030184.1,Bos_taurus,23,RIPK1,50421320,50446671,25351,-1
NP_001029495.1,Bos_taurus,23,NQO2,50487524,50496961,9437,-1
XP_010816934.1,Bos_taurus,23,LOC617396,50573367,50581382,8015,-1
NP_777214.1,Bos_taurus,23,SERPINB6,50609754,50617511,7757,1
NP_001069327.1,Bos_taurus,23,SERPINB9,50638189,50644250,6061,1
NP_001193539.1,Bos_taurus,23,SERPINB1,50673609,50678834,5225,-1
NP_001096576.1,Bos_taurus,23,WRNIP1,50703901,50742372,38471,-1
NP_001073800.1,Bos_taurus,23,GMDS,51115435,51453348,337913,1
XP_015315491.1,Bos_taurus,23,LOC101905813,51606432,51610902,4470,1
XP_010816950.1,Bos_taurus,23,LOC104969983,51622496,51650353,27857,1
NP_001193088.1,Bos_taurus,23,EXOC2,51917536,52014590,97054,1
NP_001193091.1,Bos_taurus,23,IRF4,52050984,52063652,12668,-1
XP_010799069.1,Bos_taurus,23,LOC613394,52397482,52398420,938,-1
XP_010799071.2,Bos_taurus,23,LOC100138976,52431757,52432741,984,1
XP_002683845.1,Bos_taurus,23,OR5M10,52444475,52445489,1014,-1
XP_010799072.2,Bos_taurus,23,LOC101909723,52504147,52505054,907,-1
NP_443141.3,Homo_sapiens,5,PLEKHG4B,140307,182323,42016,1
NP_001073947.1,Homo_sapiens,5,LRRC14B,191538,195353,3815,1
NP_660308.1,Homo_sapiens,5,CCDC127,205296,216849,11553,-1
NP_004159.2,Homo_sapiens,5,SDHA,218355,256420,38065,1
NP_001281261.1,Homo_sapiens,5,SDHA,218355,256420,38065,1
NP_037364.1,Homo_sapiens,5,PDCD6,271720,314515,42795,1
NP_001254485.1,Homo_sapiens,5,PDCD6,271720,314515,42795,1
NP_001254486.1,Homo_sapiens,5,PDCD6,271720,314515,42795,1
NP_001254488.1,Homo_sapiens,5,PDCD6,271720,314418,42698,1
NP_065782.2,Homo_sapiens,5,AHRR,304219,434834,130615,1
NP_001229341.1,Homo_sapiens,5,AHRR,304219,434834,130615,1
NP_001254487.1,Homo_sapiens,5,PDCD6,306603,314515,7912,1
NP_009208.2,Homo_sapiens,5,EXOC3,446205,466898,20693,1
NP_001271280.1,Homo_sapiens,5,SLC9A3,473378,524322,50944,-1
NP_004165.2,Homo_sapiens,5,SLC9A3,473378,524322,50944,-1
NP_060610.2,Homo_sapiens,5,CEP72,612361,653153,40792,1
NP_008961.1,Homo_sapiens,5,TPPP,665101,678060,12959,-1
NP_079062.1,Homo_sapiens,5,ZDHHC11,801106,850602,49496,-1
NP_076413.3,Homo_sapiens,5,BRD9,864467,892657,28190,-1
NP_001009877.2,Homo_sapiens,5,BRD9,864467,891752,27285,-1
NP_001304880.1,Homo_sapiens,5,BRD9,864467,889699,25232,-1
NP_004228.1,Homo_sapiens,5,TRIP13,892998,917103,24105,1
NP_001159732.1,Homo_sapiens,5,TRIP13,892998,908465,15467,1
NP_149111.1,Homo_sapiens,5,NKD2,1009057,1038373,29316,1
NP_001258011.1,Homo_sapiens,5,NKD2,1009057,1037668,28611,1
NP_006589.2,Homo_sapiens,5,SLC12A7,1052359,1111991,59632,-1
NP_001003841.1,Homo_sapiens,5,SLC6A19,1201650,1221904,20254,1
NP_872438.2,Homo_sapiens,5,SLC6A18,1225477,1246078,20601,1
NP_001180305.1,Homo_sapiens,5,TERT,1253727,1294989,41262,-1
NP_937983.2,Homo_sapiens,5,TERT,1253727,1294989,41262,-1
NP_110409.2,Homo_sapiens,5,CLPTM1L,1318368,1344841,26473,-1
NP_001035.1,Homo_sapiens,5,SLC6A3,1394734,1443197,48463,-1
NP_079106.3,Homo_sapiens,5,LPCAT1,1463650,1523844,60194,-1
NP_115868.1,Homo_sapiens,5,MRPL36,1798623,1798935,312,-1
NP_004544.1,Homo_sapiens,5,NDUFS6,1801417,1815916,14499,1
NP_001265561.1,Homo_sapiens,5,IRX4,1877968,1882647,4679,-1
NP_001265563.1,Homo_sapiens,5,IRX4,1877968,1882647,4679,-1
NP_057442.1,Homo_sapiens,5,IRX4,1877968,1882647,4679,-1
NP_001265562.1,Homo_sapiens,5,IRX4,1877968,1882647,4679,-1
NP_001265564.1,Homo_sapiens,5,IRX4,1877968,1882647,4679,-1
NP_001127694.1,Homo_sapiens,5,IRX2,2747563,2751413,3850,-1
NP_150366.1,Homo_sapiens,5,IRX2,2747563,2751413,3850,-1
NP_848664.1,Homo_sapiens,5,C5orf38,2752264,2755041,2777,1
NP_001281266.1,Homo_sapiens,5,C5orf38,2752264,2755041,2777,1
NP_001293078.1,Homo_sapiens,5,C5orf38,2752264,2753359,1095,1
NP_001293079.1,Homo_sapiens,5,C5orf38,2752264,2753359,1095,1
NP_077313.3,Homo_sapiens,5,IRX1,3596105,3601040,4935,1
NP_620687.2,Homo_sapiens,5,ADAMTS16,5140467,5319138,178671,1
NP_056140.1,Homo_sapiens,5,ICE1,5422915,5489330,66415,1
NP_115662.2,Homo_sapiens,5,MED10,6372502,6378483,5981,-1
NP_001138633.1,Homo_sapiens,5,UBE2QL1,6448893,6491349,42456,1
NP_001180384.1,Homo_sapiens,5,NSUN2,6599925,6632979,33054,-1
NP_060225.4,Homo_sapiens,5,NSUN2,6599925,6632979,33054,-1
NP_001311251.1,Homo_sapiens,5,SRD5A1,6633550,6668268,34718,1
NP_001038.1,Homo_sapiens,5,SRD5A1,6633576,6668268,34692,1
NP_001311252.1,Homo_sapiens,5,SRD5A1,6645235,6668268,23033,1
NP_008930.1,Homo_sapiens,5,PAPD7,6737543,6754945,17402,1
NP_001165276.1,Homo_sapiens,5,PAPD7,6737543,6754945,17402,1
NP_001165277.1,Homo_sapiens,5,PAPD7,6746258,6754945,8687,1
NP_065433.2,Homo_sapiens,5,ADCY2,7396296,7826871,430575,1
NP_001083053.1,Homo_sapiens,5,C5orf49,7831849,7851021,19172,-1
NP_076996.2,Homo_sapiens,5,FASTKD3,7859434,7868083,8649,-1
NP_076915.2,Homo_sapiens,5,MTRR,7869133,7900058,30925,1
NP_002445.2,Homo_sapiens,5,MTRR,7870794,7900058,29264,1
NP_003957.2,Homo_sapiens,5,SEMA5A,9042896,9379946,337050,-1
NP_062545.1,Homo_sapiens,5,TAS2R1,9629132,9630032,900,-1
NP_001245317.1,Homo_sapiens,5,FAM173B,10227440,10249873,22433,-1
NP_954584.2,Homo_sapiens,5,FAM173B,10227440,10249873,22433,-1
NP_001245318.1,Homo_sapiens,5,FAM173B,10227621,10249873,22252,-1
NP_001293082.1,Homo_sapiens,5,CCT5,10250003,10264783,14780,1
